eventID	locality	higherGeographyID	gearType	eventDateStart	eventDateStop	timeStartUtc3	timeEndUtc3	eventTime	eventDate	duration	recordedBy	recordedByID	latStartDecMin	longStartDecMin	latStopDecMin	longStopDecMin	minimumDepthInMeters	maximumDepthInMeters	maximumElevationInMeters	sampleIdsStart	sampleIdsStop	eventRemarks	latStart	longStart	parentEventID	samplingProtocol	lat_start	lat_stop	lon_start	lon_stop	decimalLatitude	decimalLongitude	distance_m	coordinateUncertaintyInMeters	eventDate_chr	eventTime_chr	multi_day	start_text	end_text	start_datetime	end_datetime	sampleSizeValue	sampleSizeUnit
TANGO2_DIV_10	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DIV	2024-02-14T00:00:00Z		1899-12-31T15:24:00Z	1899-12-31T16:09:00Z	15:24-03:00/16:09-03:00	2024-02-14	0.03124999999999989	Martin Dogniez | Lucas Terrana | Camille Moreau	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0001-5767-3220 | https://orcid.org/0000-0002-0981-7442	64°20,2488	62°57,4466	64°20,2384	62°57,4618		30		742	781	Sea urchins Survey			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-64.33748	-64.33730666666666	-62.95744333333333	-62.95769666666666	-64.3374	-62.9576	22.83569883440436	31	2024-02-14	15:24-03:00/16:09-03:00	FALSE	2024-02-14T15:24-0300	2024-02-14T16:09-0300	2024-02-14T18:24:00Z	2024-02-14T19:09:00Z	45	minutes
TANGO2_NIS_19	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T15:51:00Z	1899-12-31T15:56:00Z	15:51-03:00/15:56-03:00	2024-02-14	0.00347222222222221	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		835	841		64.338114	62.942048	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	15:51-03:00/15:56-03:00	FALSE	2024-02-14T15:51-0300	2024-02-14T15:56-0300	2024-02-14T18:51:00Z	2024-02-14T18:56:00Z	5	minutes
TANGO2_NIS_20	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T16:00:00Z	1899-12-31T16:05:00Z	16:00-03:00/16:05-03:00	2024-02-14	0.00347222222222221	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		842	848		64.337592	62.943357	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	16:00-03:00/16:05-03:00	FALSE	2024-02-14T16:00-0300	2024-02-14T16:05-0300	2024-02-14T19:00:00Z	2024-02-14T19:05:00Z	5	minutes
TANGO2_NIS_21	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T16:07:00Z	1899-12-31T16:12:00Z	16:07-03:00/16:12-03:00	2024-02-14	0.003472222222222099	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		849	855		64.336912	62.944378	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	16:07-03:00/16:12-03:00	FALSE	2024-02-14T16:07-0300	2024-02-14T16:12-0300	2024-02-14T19:07:00Z	2024-02-14T19:12:00Z	5	minutes
TANGO2_NIS_22	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T16:20:00Z	1899-12-31T16:25:00Z	16:20-03:00/16:25-03:00	2024-02-14	0.003472222222222321	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		856	862		64.338719	62.946636	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	16:20-03:00/16:25-03:00	FALSE	2024-02-14T16:20-0300	2024-02-14T16:25-0300	2024-02-14T19:20:00Z	2024-02-14T19:25:00Z	5	minutes
TANGO2_NIS_23	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T16:30:00Z	1899-12-31T16:35:00Z	16:30-03:00/16:35-03:00	2024-02-14	0.00347222222222221	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		863	869		64.338943	62.962942	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	16:30-03:00/16:35-03:00	FALSE	2024-02-14T16:30-0300	2024-02-14T16:35-0300	2024-02-14T19:30:00Z	2024-02-14T19:35:00Z	5	minutes
TANGO2_NIS_24	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T16:40:00Z	1899-12-31T16:45:00Z	16:40-03:00/16:45-03:00	2024-02-14	0.003472222222222099	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		870	876		64.3389	62.953002	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	16:40-03:00/16:45-03:00	FALSE	2024-02-14T16:40-0300	2024-02-14T16:45-0300	2024-02-14T19:40:00Z	2024-02-14T19:45:00Z	5	minutes
TANGO2_NIS_25	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T16:47:00Z	1899-12-31T16:52:00Z	16:47-03:00/16:52-03:00	2024-02-14	0.00347222222222221	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		877	883		64.338494	62.949796	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	16:47-03:00/16:52-03:00	FALSE	2024-02-14T16:47-0300	2024-02-14T16:52-0300	2024-02-14T19:47:00Z	2024-02-14T19:52:00Z	5	minutes
TANGO2_NIS_26	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T17:43:00Z	1899-12-31T17:48:00Z	17:43-03:00/17:48-03:00	2024-02-14	0.003472222222222321	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		884	890		64.338843	62.945368	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	17:43-03:00/17:48-03:00	FALSE	2024-02-14T17:43-0300	2024-02-14T17:48-0300	2024-02-14T20:43:00Z	2024-02-14T20:48:00Z	5	minutes
TANGO2_NIS_27	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T17:59:00Z	1899-12-31T18:04:00Z	17:59-03:00/18:04-03:00	2024-02-14	0.00347222222222221	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		891	897	Big Runoff	64.336832	62.940458	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	17:59-03:00/18:04-03:00	FALSE	2024-02-14T17:59-0300	2024-02-14T18:04-0300	2024-02-14T20:59:00Z	2024-02-14T21:04:00Z	5	minutes
TANGO2_NIS_28	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T18:09:00Z	1899-12-31T18:14:00Z	18:09-03:00/18:14-03:00	2024-02-14	0.003472222222222321	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		898	904	Small Runoff	64.337611	62.940158	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	18:09-03:00/18:14-03:00	FALSE	2024-02-14T18:09-0300	2024-02-14T18:14-0300	2024-02-14T21:09:00Z	2024-02-14T21:14:00Z	5	minutes
TANGO2_NIS_29	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T18:16:00Z	1899-12-31T18:21:00Z	18:16-03:00/18:21-03:00	2024-02-14	0.003472222222222321	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		905	911	Direct Runoff	64.337611	62.940158	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	18:16-03:00/18:21-03:00	FALSE	2024-02-14T18:16-0300	2024-02-14T18:21-0300	2024-02-14T21:16:00Z	2024-02-14T21:21:00Z	5	minutes
TANGO2_NIS_30	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T18:33:00Z	1899-12-31T18:38:00Z	18:33-03:00/18:38-03:00	2024-02-14	0.00347222222222221	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		912	918	Brash Ice	64.338597	62.94292	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	18:33-03:00/18:38-03:00	FALSE	2024-02-14T18:33-0300	2024-02-14T18:38-0300	2024-02-14T21:33:00Z	2024-02-14T21:38:00Z	5	minutes
TANGO2_NIS_31	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T18:40:00Z	1899-12-31T18:45:00Z	18:40-03:00/18:45-03:00	2024-02-14	0.00347222222222221	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		919	925	Brash Ice	64.338759	62.94267	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	18:40-03:00/18:45-03:00	FALSE	2024-02-14T18:40-0300	2024-02-14T18:45-0300	2024-02-14T21:40:00Z	2024-02-14T21:45:00Z	5	minutes
TANGO2_NIS_32	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-14T00:00:00Z		1899-12-31T18:47:00Z	1899-12-31T18:52:00Z	18:47-03:00/18:52-03:00	2024-02-14	0.003472222222222099	Axelle Brusselman | Manon Bayat	https://orcid.org/0009-0002-6669-2911						0		926	932	Brash Ice	64.339007	62.942603	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-14	18:47-03:00/18:52-03:00	FALSE	2024-02-14T18:47-0300	2024-02-14T18:52-0300	2024-02-14T21:47:00Z	2024-02-14T21:52:00Z	5	minutes
TANGO2_RD_4	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	RD	2024-02-15T00:00:00Z		1899-12-31T08:30:00Z	1899-12-31T08:50:00Z	08:30-03:00/08:50-03:00	2024-02-15	0.013888888888888895	Henri Robert		64°20,308	62°56,694	64°20,346	62°56,774	15	22		962	974				https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).	-64.33846666666666	-64.3391	-62.9449	-62.94623333333333	-64.3388	-62.9456	95.40414228551455	68	2024-02-15	08:30-03:00/08:50-03:00	FALSE	2024-02-15T08:30-0300	2024-02-15T08:50-0300	2024-02-15T11:30:00Z	2024-02-15T11:50:00Z	20	minutes
TANGO2_DIV_11	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DIV	2024-02-15T00:00:00Z		1899-12-31T09:16:00Z	1899-12-31T09:54:00Z	09:16-03:00/09:54-03:00	2024-02-15	0.026388888888888906	Martin Dogniez | Anthony Voisin	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0003-3696-4445	64°20,3399	61°56,5532				19		1022	1186	Trophic Quadrats			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-64.33899833333334		-61.942553333333336		-64.339	-61.9426			2024-02-15	09:16-03:00/09:54-03:00	FALSE	2024-02-15T09:16-0300	2024-02-15T09:54-0300	2024-02-15T12:16:00Z	2024-02-15T12:54:00Z	38	minutes
TANGO2_NIS_33	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-15T00:00:00Z		1899-12-31T14:00:00Z	1899-12-31T15:30:00Z	14:00-03:00/15:30-03:00	2024-02-15	0.0625	Axelle Brusselman | Emil De Borger	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0003-4905-1637	64°20,3399	61°56,5532			0	25		996	1008				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.	-64.33899833333334		-61.942553333333336		-64.339	-61.9426			2024-02-15	14:00-03:00/15:30-03:00	FALSE	2024-02-15T14:00-0300	2024-02-15T15:30-0300	2024-02-15T17:00:00Z	2024-02-15T18:30:00Z	90	minutes
TANGO2_ROV_7	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	ROV	2024-02-15T00:00:00Z		1899-12-31T10:20:00Z	1899-12-31T12:00:00Z	10:20-03:00/12:00-03:00	2024-02-15	0.06944444444444442	Lea Katz | Manon Bayat	https://orcid.org/0000-0001-5748-602X	64°20,343	62°56,551						977	987	3 transects			https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.	-64.33905		-62.94251666666667		-64.339	-62.9425			2024-02-15	10:20-03:00/12:00-03:00	FALSE	2024-02-15T10:20-0300	2024-02-15T12:00-0300	2024-02-15T13:20:00Z	2024-02-15T15:00:00Z	100	minutes
TANGO2_INC_2	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	INC	2024-02-15T00:00:00Z	2024-02-16T00:00:00Z	1899-12-31T06:00:00Z	1899-12-31T09:30:00Z		2024-02-15T06:00-03:00/2024-02-16T09:30-03:00	27.500000000058208	Axelle Brusselman	https://orcid.org/0009-0002-6669-2911	64°20,343	62°56,551			10	20		1009	1021	Deployment			https://www.wikidata.org/wiki/Q137398578	13C Incubations (AB) | https://doi.org/10.5281/zenodo.11653690 | 13C incubations are listed among the gear deployed during the TANGO 2 expedition (Table 3: List of gear deployed during the TANGO 2 expedition).	-64.33905		-62.94251666666667		-64.339	-62.9425			2024-02-15T06:00-03:00/2024-02-16T09:30-03:00		TRUE	2024-02-15T06:00-0300	2024-02-16T09:30-0300	2024-02-15T09:00:00Z	2024-02-16T12:30:00Z	1650	minutes
TANGO2_NIS_18	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-15T00:00:00Z		1899-12-31T10:40:00Z	1899-12-31T11:00:00Z	10:40-03:00/11:00-03:00	2024-02-15	0.013888888888888895	Axelle Brusselman | Bruno Danis	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0002-9037-7623	64°20,343	62°56,551			0	20		782	822				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.	-64.33905		-62.94251666666667		-64.339	-62.9425			2024-02-15	10:40-03:00/11:00-03:00	FALSE	2024-02-15T10:40-0300	2024-02-15T11:00-0300	2024-02-15T13:40:00Z	2024-02-15T14:00:00Z	20	minutes
TANGO2_RD_5	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	RD	2024-02-15T00:00:00Z		1899-12-31T17:30:00Z	1899-12-31T17:50:00Z	17:30-03:00/17:50-03:00	2024-02-15	0.01388888888888884	Henri Robert | Bruno Danis | Lucas Terrana | Ben Wallis	https://orcid.org/0000-0002-9037-7623 | https://orcid.org/0000-0001-5767-3220	64°20,371	62°57,52	64°20,313	62°57,537	20	100		984	995	Up canyon slope			https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).	-64.33951666666667	-64.33855	-62.958666666666666	-62.95895	-64.339	-62.9588	108.47219211966727	74	2024-02-15	17:30-03:00/17:50-03:00	FALSE	2024-02-15T17:30-0300	2024-02-15T17:50-0300	2024-02-15T20:30:00Z	2024-02-15T20:50:00Z	20	minutes
TANGO2_ROV_8	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	ROV	2024-02-15T00:00:00Z		1899-12-31T15:44:00Z	1899-12-31T15:54:00Z	15:44-03:00/15:54-03:00	2024-02-15	0.00694444444444442	Lea Katz	https://orcid.org/0000-0001-5748-602X	64°20,252	62°56,694											https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.	-64.33753333333334		-62.9449		-64.3375	-62.9449			2024-02-15	15:44-03:00/15:54-03:00	FALSE	2024-02-15T15:44-0300	2024-02-15T15:54-0300	2024-02-15T18:44:00Z	2024-02-15T18:54:00Z	10	minutes
TANGO2_DRM_2	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DRM	2024-02-15T00:00:00Z		1899-12-31T13:00:00Z	1899-12-31T15:00:00Z	13:00-03:00/15:00-03:00	2024-02-15	0.08333333333333337	Bruno Danis	https://orcid.org/0000-0002-9037-7623	64°20,343	62°56,551					60			Flight time: 86', Surface covered: 17 Ha => DATALOST			https://www.wikidata.org/wiki/Q137398578	Drone Mapping | https://doi.org/10.5281/zenodo.11653690 | Aerial footage was shot by Bruno Danis, Camille Moreau and Henri Robert using DJI MavicPro2, DJI Mavic Mini Pro3 drones, for mapping, photogrammetry and documentation purposes. Drone-derived media were gathered in the framework of the expedition, both for outreach and research purposes.	-64.33905		-62.94251666666667		-64.339	-62.9425			2024-02-15	13:00-03:00/15:00-03:00	FALSE	2024-02-15T13:00-0300	2024-02-15T15:00-0300	2024-02-15T16:00:00Z	2024-02-15T18:00:00Z	120	minutes
