eventID	locality	higherGeographyID	gearType	eventDateStart	eventDateStop	timeStartUtc3	timeEndUtc3	eventTime	eventDate	duration	recordedBy	recordedByID	latStartDecMin	longStartDecMin	latStopDecMin	longStopDecMin	minimumDepthInMeters	maximumDepthInMeters	maximumElevationInMeters	sampleIdsStart	sampleIdsStop	eventRemarks	latStart	longStart	parentEventID	samplingProtocol	lat_start	lat_stop	lon_start	lon_stop	decimalLatitude	decimalLongitude	distance_m	coordinateUncertaintyInMeters	eventDate_chr	eventTime_chr	multi_day	start_text	end_text	start_datetime	end_datetime	sampleSizeValue	sampleSizeUnit
TANGO2_RD_6	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	RD	2024-02-16T00:00:00Z		1899-12-31T08:30:00Z	1899-12-31T08:40:00Z	08:30-03:00/08:40-03:00	2024-02-16	0.00694444444444442	Henri Robert		64°20,227	62°56,758	64°20,209	62°56,689	5	35		1187	1199				https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).	-64.33711666666666	-64.33681666666666	-62.94596666666666	-62.94481666666667	-64.337	-62.9454	64.72279444836869	52	2024-02-16	08:30-03:00/08:40-03:00	FALSE	2024-02-16T08:30-0300	2024-02-16T08:40-0300	2024-02-16T11:30:00Z	2024-02-16T11:40:00Z	10	minutes
TANGO2_DIV_12	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DIV	2024-02-16T00:00:00Z		1899-12-31T09:00:00Z	1899-12-31T09:54:00Z	09:00-03:00/09:54-03:00	2024-02-16	0.03750000000000003	Martin Dogniez | Anthony Voisin	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0003-3696-4445	64°20,3399	62°56,5532				20		1261	1450	Several series of IDs!! Also: 1470-1474 and 1451-1469 (Synoicum for Alison)			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-64.33899833333334		-62.942553333333336		-64.339	-62.9426			2024-02-16	09:00-03:00/09:54-03:00	FALSE	2024-02-16T09:00-0300	2024-02-16T09:54-0300	2024-02-16T12:00:00Z	2024-02-16T12:54:00Z	54	minutes
TANGO2_ROV_9	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	ROV	2024-02-16T00:00:00Z		1899-12-31T09:00:00Z	1899-12-31T10:30:00Z	09:00-03:00/10:30-03:00	2024-02-16	0.0625	Lea Katz | Henri Robert	https://orcid.org/0000-0001-5748-602X	64°20,343	62°56,551				22		1198	1204				https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.	-64.33905		-62.94251666666667		-64.339	-62.9425			2024-02-16	09:00-03:00/10:30-03:00	FALSE	2024-02-16T09:00-0300	2024-02-16T10:30-0300	2024-02-16T12:00:00Z	2024-02-16T13:30:00Z	90	minutes
TANGO2_DIV_13	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DIV	2024-02-16T00:00:00Z		1899-12-31T10:56:00Z	1899-12-31T11:06:00Z	10:56-03:00/11:06-03:00	2024-02-16	0.00694444444444442	Camille Moreau | Lucas Terrana	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0001-5767-3220	64°19,226	62°55,2654				20		1259	1260				https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-64.32043333333333		-62.92109		-64.3204	-62.9211			2024-02-16	10:56-03:00/11:06-03:00	FALSE	2024-02-16T10:56-0300	2024-02-16T11:06-0300	2024-02-16T13:56:00Z	2024-02-16T14:06:00Z	10	minutes
TANGO2_VV_1	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	VV	2024-02-16T00:00:00Z		1899-12-31T10:20:00Z	1899-12-31T10:35:00Z	10:20-03:00/10:35-03:00	2024-02-16	0.010416666666666685	Ben Wallis | Emil De Borger	https://orcid.org/0000-0003-4905-1637	64°20,343	62°56,551				22		1221	1227				https://www.wikidata.org/wiki/Q137398578		-64.33905		-62.94251666666667		-64.339	-62.9425			2024-02-16	10:20-03:00/10:35-03:00	FALSE	2024-02-16T10:20-0300	2024-02-16T10:35-0300	2024-02-16T13:20:00Z	2024-02-16T13:35:00Z	15	minutes
TANGO2_NIS_34	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-16T00:00:00Z					2024-02-16		Axelle Brusselman	https://orcid.org/0009-0002-6669-2911	64°20,343	62°56,551						1228	1258	Several series of IDs!! Also: 1205-1208			https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.	-64.33905		-62.94251666666667		-64.339	-62.9425			2024-02-16		FALSE						minutes
TANGO2_ROV_10	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	ROV	2024-02-16T00:00:00Z		1899-12-31T14:00:00Z	1899-12-31T15:00:00Z	14:00-03:00/15:00-03:00	2024-02-16	0.04166666666666663	Lea Katz | Henri Robert | Ben Wallis	https://orcid.org/0000-0001-5748-602X	64°20,241	62°57,458				35		1198	1204				https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.	-64.33735		-62.957633333333334		-64.3374	-62.9576			2024-02-16	14:00-03:00/15:00-03:00	FALSE	2024-02-16T14:00-0300	2024-02-16T15:00-0300	2024-02-16T17:00:00Z	2024-02-16T18:00:00Z	60	minutes
TANGO2_ITD_1	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	ITD	2024-02-16T00:00:00Z					2024-02-16		Camille Moreau | Lucas Terrana | Manon Bayat	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0001-5767-3220								1468	1468				https://www.wikidata.org/wiki/Q137398578	Intertidal | https://doi.org/10.5281/zenodo.11653690 | Intertidal is listed among the gear deployed during the TANGO 2 expedition (Table 3: List of gear deployed during the TANGO 2 expedition).									2024-02-16		FALSE						minutes
TANGO2_DRM_3	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DRM	2024-02-16T00:00:00Z		1899-12-31T17:00:00Z	1899-12-31T18:30:00Z	17:00-03:00/18:30-03:00	2024-02-16	0.0625	Bruno Danis	https://orcid.org/0000-0002-9037-7623	64°20,343	62°56,551					60			Flight time: 86', Surface covered: 17 Ha (REDO of DRM_2) => DATALOST			https://www.wikidata.org/wiki/Q137398578	Drone Mapping | https://doi.org/10.5281/zenodo.11653690 | Aerial footage was shot by Bruno Danis, Camille Moreau and Henri Robert using DJI MavicPro2, DJI Mavic Mini Pro3 drones, for mapping, photogrammetry and documentation purposes. Drone-derived media were gathered in the framework of the expedition, both for outreach and research purposes.	-64.33905		-62.94251666666667		-64.339	-62.9425			2024-02-16	17:00-03:00/18:30-03:00	FALSE	2024-02-16T17:00-0300	2024-02-16T18:30-0300	2024-02-16T20:00:00Z	2024-02-16T21:30:00Z	90	minutes
TANGO2_NIS_35	Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS	2024-02-17T00:00:00Z		1899-12-31T14:09:00Z	1899-12-31T14:14:00Z	14:09-03:00/14:14-03:00	2024-02-17	0.00347222222222221	Axelle Brusselman | Manon Bayat | Anthony Voisin | Adam Coerper	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0003-3696-4445						0		1475	1480		65.136085	63.953481	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-17	14:09-03:00/14:14-03:00	FALSE	2024-02-17T14:09-0300	2024-02-17T14:14-0300	2024-02-17T17:09:00Z	2024-02-17T17:14:00Z	5	minutes
TANGO2_NIS_36	Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS	2024-02-17T00:00:00Z		1899-12-31T14:16:00Z	1899-12-31T14:21:00Z	14:16-03:00/14:21-03:00	2024-02-17	0.00347222222222221	Axelle Brusselman | Manon Bayat | Anthony Voisin | Adam Coerper	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0003-3696-4445						0		1481	1486		65.138235	63.950106	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-17	14:16-03:00/14:21-03:00	FALSE	2024-02-17T14:16-0300	2024-02-17T14:21-0300	2024-02-17T17:16:00Z	2024-02-17T17:21:00Z	5	minutes
TANGO2_NIS_37	Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS	2024-02-17T00:00:00Z		1899-12-31T14:22:00Z	1899-12-31T14:24:00Z	14:22-03:00/14:24-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman | Manon Bayat | Anthony Voisin | Adam Coerper	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0003-3696-4445						0		1487	1492		65.142591	63.95075	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-17	14:22-03:00/14:24-03:00	FALSE	2024-02-17T14:22-0300	2024-02-17T14:24-0300	2024-02-17T17:22:00Z	2024-02-17T17:24:00Z	2	minutes
TANGO2_NIS_38	Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS	2024-02-17T00:00:00Z		1899-12-31T14:25:00Z	1899-12-31T14:27:00Z	14:25-03:00/14:27-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman | Manon Bayat | Anthony Voisin | Adam Coerper	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0003-3696-4445						0		1493	1498		65.144788	63.955728	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-17	14:25-03:00/14:27-03:00	FALSE	2024-02-17T14:25-0300	2024-02-17T14:27-0300	2024-02-17T17:25:00Z	2024-02-17T17:27:00Z	2	minutes
TANGO2_NIS_39	Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS	2024-02-17T00:00:00Z		1899-12-31T14:30:00Z	1899-12-31T14:32:00Z	14:30-03:00/14:32-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman | Manon Bayat | Anthony Voisin | Adam Coerper	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0003-3696-4445						0		1499	1504		65.148077	65.96231	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-17	14:30-03:00/14:32-03:00	FALSE	2024-02-17T14:30-0300	2024-02-17T14:32-0300	2024-02-17T17:30:00Z	2024-02-17T17:32:00Z	2	minutes
TANGO2_NIS_40	Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS	2024-02-17T00:00:00Z		1899-12-31T14:37:00Z	1899-12-31T14:39:00Z	14:37-03:00/14:39-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman | Manon Bayat | Anthony Voisin | Adam Coerper	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0003-3696-4445						0		1505	1510		65.145773	63.971766	https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-17	14:37-03:00/14:39-03:00	FALSE	2024-02-17T14:37-0300	2024-02-17T14:39-0300	2024-02-17T17:37:00Z	2024-02-17T17:39:00Z	2	minutes
TANGO2_NIS_41	Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS	2024-02-17T00:00:00Z		1899-12-31T14:44:00Z	1899-12-31T14:46:00Z	14:44-03:00/14:46-03:00	2024-02-17	0.001388888888888995	Axelle Brusselman | Manon Bayat | Anthony Voisin | Adam Coerper	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0003-3696-4445						0		1511	1516				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-17	14:44-03:00/14:46-03:00	FALSE	2024-02-17T14:44-0300	2024-02-17T14:46-0300	2024-02-17T17:44:00Z	2024-02-17T17:46:00Z	2	minutes
TANGO2_NIS_42	Girard Bay	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=109032	NIS	2024-02-17T00:00:00Z		1899-12-31T14:56:00Z	1899-12-31T14:58:00Z	14:56-03:00/14:58-03:00	2024-02-17	0.001388888888888884	Axelle Brusselman | Manon Bayat | Anthony Voisin | Adam Coerper	https://orcid.org/0009-0002-6669-2911 | https://orcid.org/0000-0003-3696-4445						0		1517	1522				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.									2024-02-17	14:56-03:00/14:58-03:00	FALSE	2024-02-17T14:56-0300	2024-02-17T14:58-0300	2024-02-17T17:56:00Z	2024-02-17T17:58:00Z	2	minutes
